lcoh_dh_eur_per_mwh,lcoh_hp_eur_per_mwh,co2_dh_t_per_a,co2_hp_t_per_a,lcoh_dh,lcoh_hp,co2_dh,co2_hp,co2_dh_kg_per_mwh,co2_hp_kg_per_mwh,dh_cheaper,dh_lower_co2,capex_mult,elec_price_mult,fuel_price_mult,grid_co2_mult,hp_cop,discount_rate
68.76751242837949,126.36667634878582,1116.3394247311826,976.8822465885968,68.76751242837949,126.36667634878582,1116.3394247311826,976.8822465885968,141.18279569892474,123.54572774784488,True,False,0.9393808351611552,1.1194733458722976,1.1837696824961064,1.1887631583651288,3.367717467956337,0.02132292531780359
62.61638205296232,143.16424499579912,1116.3394247311826,876.3951921401848,62.61638205296232,143.16424499579912,1116.3394247311826,876.3951921401848,141.18279569892474,110.83718860259955,True,False,1.0785910882384075,1.2474567228336677,0.9662462636407894,0.8182595368745254,2.5838876059273024,0.029488788201338167
72.86479871656749,121.86909085129894,1116.3394247311826,994.5187784189532,72.86479871656749,121.86909085129894,1116.3394247311826,994.5187784189532,141.18279569892474,125.77620963810185,True,False,1.1162849079039354,0.904212686064075,1.067867902961407,1.0081273135338584,2.8053362456389523,0.0617523419292675
63.345417757709605,105.26591913534139,1116.3394247311826,807.3248079599194,63.345417757709605,105.26591913534139,1116.3394247311826,807.3248079599194,141.18279569892474,102.10189741558729,True,False,0.874537895062406,0.8360420027210536,1.0098902947118975,0.9107745688382441,3.1220879059268154,0.05049282546544133
69.75487948106161,117.1888287566539,1116.3394247311826,855.7050695930549,69.75487948106161,117.1888287566539,1116.3394247311826,855.7050695930549,141.18279569892474,108.22052087606058,True,False,0.955377293202341,0.8953664335505777,1.0606399347955275,0.8631474354810553,2.791537131523797,0.0677980341256109
63.97104843218887,107.30224120204804,1116.3394247311826,752.4357300668521,63.97104843218887,107.30224120204804,1116.3394247311826,752.4357300668521,141.18279569892474,95.16010776039762,True,False,0.9490041902752737,0.8080389883210789,0.9588090095702342,0.9479554483527581,3.4865913325661726,0.06005726343690988
50.14062329605309,100.63398142133786,1116.3394247311826,1267.6481936971486,50.14062329605309,100.63398142133786,1116.3394247311826,1267.6481936971486,141.18279569892474,160.3187274264294,True,True,0.8582960627957317,0.8242291540885288,0.7609277087811389,0.931996223206381,2.034688544243383,0.03538007861647306
63.957778108787714,130.4722419813121,1116.3394247311826,678.1418421935449,63.957778108787714,130.4722419813121,1116.3394247311826,678.1418421935449,141.18279569892474,85.76420310906659,True,False,0.9946397879183981,1.1148251600303416,1.0122012882383258,0.7794342827710038,3.1808375648629097,0.03580540062752837
54.71611225138991,123.52286223864243,1116.3394247311826,856.6717179842093,54.71611225138991,123.52286223864243,1116.3394247311826,856.6717179842093,141.18279569892474,108.34277233408278,True,False,0.80665400359682,1.041832297019669,0.8221601101570298,0.8523911652762988,2.7536392268674934,0.06024021789720896
59.372433298536954,128.54994222447286,1116.3394247311826,679.3216627419406,59.372433298536954,128.54994222447286,1116.3394247311826,679.3216627419406,141.18279569892474,85.91341432543624,True,False,1.157835867697099,0.9858631251627736,0.770249301069354,0.7677175105648565,3.127580609005617,0.054666256391175685
75.22961707582027,151.13550881468547,1116.3394247311826,864.9704657350742,75.22961707582027,151.13550881468547,1116.3394247311826,864.9704657350742,141.18279569892474,109.39231012009209,True,False,1.1538652776305676,1.1614346845526282,1.0329217166722227,1.0398820013711008,3.327095845039998,0.07897357047192104
65.92637710379529,141.07806712180644,1116.3394247311826,793.8331182064519,65.92637710379529,141.07806712180644,1116.3394247311826,793.8331182064519,141.18279569892474,100.3956112844173,True,False,1.0147526342714037,1.1604352598823249,0.9675630185985185,0.9142759391329212,3.187356245981541,0.06063097656275304
75.74182456963307,143.4089831470951,1116.3394247311826,1182.612739476713,75.74182456963307,143.4089831470951,1116.3394247311826,1182.612739476713,141.18279569892474,149.56434314652276,True,True,1.1833172775413854,1.0969192726169616,1.0695300367099732,1.0260623393295736,2.4011192187267,0.06888057001823278
72.5719098309048,113.89478318227755,1116.3394247311826,894.5600012587563,72.5719098309048,113.89478318227755,1116.3394247311826,894.5600012587563,141.18279569892474,113.13448141326491,True,False,0.991554374278127,0.9246593221490723,1.2008028237516073,1.106312335766272,3.422557938846002,0.03797996324961107
61.94115804703967,109.33733659278622,1116.3394247311826,910.8567013371918,61.94115804703967,109.33733659278622,1116.3394247311826,910.8567013371918,141.18279569892474,115.19551556360358,True,False,0.9855818303414929,0.7742919425670692,0.8431331687792842,0.9286457473236983,2.821516184662899,0.07525987462698759
73.39745089732531,146.5075718245168,1116.3394247311826,833.1943731844327,73.39745089732531,146.5075718245168,1116.3394247311826,833.1943731844327,141.18279569892474,105.37360623550283,True,False,1.0502781503178293,1.2643644155499068,1.1854646124693113,0.9911427745286843,3.292095463732556,0.04056436608882573
76.02053233214262,115.79264984582171,1116.3394247311826,762.1019485454216,76.02053233214262,115.79264984582171,1116.3394247311826,762.1019485454216,141.18279569892474,96.38258877146617,True,False,1.1397105499115572,0.8738948200968206,1.1834583929174554,0.9052457228025406,3.2872742579278773,0.04655603514394271
69.64290820932347,147.9560324715158,1116.3394247311826,1147.7967192354345,69.64290820932347,147.9560324715158,1116.3394247311826,1147.7967192354345,141.18279569892474,145.16118138059508,True,True,1.0661873040308323,1.237636988347183,1.0482654989152411,0.9247397317730092,2.2296519154935686,0.05404733101257858
54.84978370109022,152.61339334596207,1116.3394247311826,1511.0815752847282,54.84978370109022,152.61339334596207,1116.3394247311826,1511.0815752847282,141.18279569892474,191.10560516055014,True,True,1.0343228872302772,1.2869168771241475,0.7138530684521996,1.1701571639622457,2.143082130127548,0.059050493651726974
