role,edge_idx,Q_down_kw,mdot_design_kg_per_s,chosen_DN,inner_diameter_mm,v_calc_m_per_s,v_limit_ms,v_abs_max_ms,dp_per_m_est_pa,dp_per_m_max_pa,status,building_id,Q_building_kw
service,,,0.4052106260773639,50,50.0,0.2127547187911724,1.2,2.5,14.927509645730495,200.0,ok,DEBBAL520000w9xd,67.75121668013524
service,,,0.42078582972621015,50,50.0,0.22093243640066287,1.2,2.5,15.972128433102894,200.0,ok,DEBBAL520000w9xk,70.35539073022234
service,,,0.04879379372614004,50,50.0,0.025619046478256486,1.2,2.5,0.32792379492168294,200.0,ok,DEBBAL520000w9xC,8.158322311010615
service,,,0.0487171943639326,50,50.0,0.02557882819493112,1.2,2.5,0.3274090008951183,200.0,ok,DEBBAL520000w9xz,8.14551489764953
service,,,0.04192538424820615,50,50.0,0.02201280707341557,1.2,2.5,0.28176393053971927,200.0,ok,DEBBAL520000w9xE,7.009924246300068
service,,,0.007072674443820403,50,50.0,0.0037134881603752205,1.2,2.5,0.04753264845280282,200.0,ok,DEBBAL520000w9xL,1.1825511670067714
service,,,0.03878481039770105,50,50.0,0.02036385745707566,1.2,2.5,0.26065737545056844,200.0,ok,DEBBAL520000w9xO,6.484820298495615
service,,,0.04338077213014754,50,50.0,0.022776954456597477,1.2,2.5,0.2915450170444477,200.0,ok,DEBBAL520000w9xM,7.253265100160668
service,,,0.0403423307625857,50,50.0,0.021181629218024724,1.2,2.5,0.27112485399071645,200.0,ok,DEBBAL520000w9vo,6.745237703504328
service,,,0.4603621668667217,50,50.0,0.24171188278543412,1.2,2.5,18.7739590200904,200.0,ok,DEBBAL520000w9xU,76.97255430011586
service,,,0.2014563226055703,50,50.0,0.10577408514570573,1.2,2.5,4.344502750235326,200.0,ok,DEBBAL520000w9xY,33.68349713965136
service,,,0.6411366616762827,50,50.0,0.33662703143329165,1.2,2.5,34.23225795881072,200.0,ok,DEBBAL520000w9y3,107.19804983227446
